Myotis.daubentonii,Myotis.mystacinus,Nyctalus.noctula,Myotis.myotis,Eptesicus.nilssonii,Pipistrellus.pipistrellus,Myotis.nigricans,Myotis.brandtii,Tylonycteris.pachypus,Myotis.nattereri,Corynorhinus.townsendii,Rhinolophus.pearsonii,Rhinolophus.landeri,Rousettus.aegyptiacus,Eidolon.helvum,Micropteropus.pusillus,Epomophorus.gambianus,Pteropus.hypomelanus,Ptenochirus.jagori,Harpyionycteris.whiteheadi,Desmodus.rotundus,Carollia.perspicillata,Glossophaga.soricina,Sturnira.lilium,Micronycteris.microtis,Artibeus.toltecus,Artibeus.planirostris,Phyllostomus.hastatus,Vampyressa.bidens,Artibeus.obscurus,Monophyllus.redmani,Brachyphylla.cavernarum,Artibeus.jamaicensis,Macrotus.waterhousii,Diaemus.youngi,Phyllonycteris.poeyi,Lophostoma.silvicolum,Artibeus.lituratus,Noctilio.leporinus,Pteronotus.davyi,Pteronotus.personatus,Miniopterus.natalensis,Miniopterus.schreibersii,Triaenops.persicus,Hipposideros.gigas,Hipposideros.diadema,Hipposideros.larvatus,Megaderma.lyra,Rhinolophus.borneensis,Megaerops.niphanae,Rhinolophus.acuminatus,Rhinolophus.sinicus,Coleura.afra,Hipposideros.armiger,Hipposideros.fulvus,Taphozous.melanopogon,Chaerephon.plicatus,Eidolon.dupreanum,Anoura.geoffroyi,Sturnira.mordax,Vampyressa.thyone,Carollia.castanea,Platyrrhinus.vittatus,Carollia.sowelli,Myotis.keaysi,Uroderma.bilobatum
0,0,0.006541118,0,0,0.006048275,0,0,0.013341098,0,0,0.003626155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002060743,0,0,0,0.360462536,0,0,0,0.004422583,0,0.003371603,1,0.174639362,0.007636058,0,0,0,0,0,0,0,0,0
0,0,0.015313588,0,0,0.025963158,0,0,0.601847116,0,0,0.223063998,0,0,0,0,0,0.039077957,0.008847804,0.006739675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.360429362,0.535605109,0.431620378,0.126438827,0.198098865,0.185409793,0.086947427,0,0.359381776,0.174639362,1,0.396930846,0,0,0,0,0,0,0,0,0
0,0,0.000797201,0,0,0.001158712,0,0,0.523201268,0,0,0.075140038,0,0,0,0,0,0.020473895,0.022371356,0.015054049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.456852085,0.493109633,0.134543543,0.292474283,0.093891786,0.250442432,0.012481662,0,0.162576127,0.007636058,0.396930846,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013795399,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.448892404,0,0,0,0.019070263,0,0,0,0,0,0,0,0,0,0.435395612,0.455073656,0.497203896,0.44979575,0.109176188,0.094696878,0.293751631,0.456474671,0.213546595,0.406357844,0,0,0.130640668,0.067630802,0.428998476,0,0.41777801,0.493399203,0.431745916,0.208962088,0.295769743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.003302068,0.241246854,0.320043881,0.045821651,0.057373119,0.236223792,0.464194971
0,0,0,0,0,0,0.001797809,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001437972,0.001268203,0.001167874,0.001101348,0.005954075,0.026742304,0,0.001351971,0,0,0,0,0.013249979,0,0.001119977,0,0.001129563,0.001819797,0.000786096,0.000873897,0.005458807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003302068,1,0.005774345,0.0053659,0.031356925,0.030909707,0.006555541,0.001334478
0,0,0,0,0,0,0.298372601,0,0,0,0.001070641,0,0,0,0,0,0,0,0,0,0.249027721,0.316589821,0.298476002,0.281325621,0.191267748,0.052022486,0.213366591,0.329534352,0.368581045,0.20242822,0,0,0.191001334,0.024029262,0.267191437,0,0.331234567,0.314429901,0.281048246,0.252298558,0.326767058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.241246854,0.005774345,1,0.695569522,0.169440657,0.096642939,0.441090082,0.342376248
0,0,0,0,0,0,0.328510719,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267983362,0.34237868,0.322036408,0.296795093,0.15183981,0.02713628,0.259176978,0.377098349,0.446761321,0.248696711,0,0,0.131968698,0,0.305454414,0,0.375521055,0.336527681,0.305273906,0.256938358,0.26370575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.320043881,0.0053659,0.695569522,1,0.157295381,0.049564506,0.387480574,0.37270173
0,0,0,0,0,0,0.052754368,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042195422,0.054366367,0.050219205,0.048750213,0.026829896,0.036247393,0,0.059843788,0.006057179,0.002541912,0,0,0.15395688,0,0.055127471,0,0.06200136,0.05339894,0.050614208,0.187929115,0.130013079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045821651,0.031356925,0.169440657,0.157295381,1,0.023834061,0.224781008,0.059069481
0,0,0,0,0,0,0.040228119,0,0,0,0.000138334,0,0,0,0,0,0,0,0,0,0.044558276,0.052504687,0.05239811,0.04974108,0.181587272,0.288619771,0,0.020082868,0,0,0,0,0.404502971,0.065361291,0.017777874,0,0.010363082,0.053239152,0.045941833,0.188380847,0.154393103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057373119,0.030909707,0.096642939,0.049564506,0.023834061,1,0.190798192,0.040805999
0,0,0,0,0,0,0.182690477,0,0,0,0.004384366,0,0,0,0,0,0,0,0,0,0.177599921,0.188415873,0.201186245,0.179752858,0.145100881,0.11782823,0.036283157,0.174024858,0.150541493,0.063070585,0,0,0.310147111,0.036090598,0.141928918,0,0.165230621,0.194015628,0.168093884,0.356617539,0.321608085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.236223792,0.006555541,0.441090082,0.387480574,0.224781008,0.190798192,1,0.199037662
0,0,0,0,0,0,0.84169878,0,0,0,0,0,0,0,0,0,0,0,0,0,0.705442977,0.894014108,0.83321316,0.791965296,0.303946581,0.020615348,0.515336812,0.943088034,0.518651602,0.797292976,0,0,0.080409459,0.005940048,0.844396048,0,0.896454723,0.873467258,0.818652568,0.182360991,0.295260981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.464194971,0.001334478,0.342376248,0.37270173,0.059069481,0.040805999,0.199037662,1
