H.P,ML.PACo.resid,ML.PACo.median,ML.PACo.1.5IQR,ML.ParaFit.F1,ML.ParaFit.p,ML.ParaFit.sig,ML.overlap.PACo.resid,ML.overlap.PACo.median,ML.overlap.PACo.1.5IQR,ML.overlap.ParaFit.F1,ML.overlap.ParaFit.p,ML.overlap.ParaFit.sig,BEAST.PACo.resid,BEAST.PACo.median,BEAST.PACo.1.5IQR,BEAST.ParaFit.F1,BEAST.ParaFit.p,BEAST.ParaFit.sig,BEAST.overlap.PACo.resid,BEAST.overlap.PACo.median,BEAST.overlap.PACo.1.5IQR,BEAST.overlap.ParaFit.F1,BEAST.overlap.ParaFit.p,BEAST.overlap.ParaFit.sig,Carrier
Megaderma.lyra-KP100341,0.061057228,0,1,0.073608644,0.00039996,1,0.418427211,0,1,0.435976759,9.999E-05,1,0.086434553,1,1,0.396550576,9.999E-05,1,0.297819645,0,1,0.545431428,9.999E-05,1,bat
Rhinolophus.acuminatus-KP100350,0.038211183,1,1,0.08949197,9.999E-05,1,0.424403292,0,1,0.522408929,9.999E-05,1,0.137507636,0,1,0.4133116,9.999E-05,1,0.402051528,0,1,0.583774599,9.999E-05,1,bat
Carollia.perspicillata-HM597199,0.042396256,0,1,0.133116075,0.00229977,1,0.221012633,1,1,1.088936261,9.999E-05,1,0.100489454,0,1,0.25884426,9.999E-05,1,0.24176083,1,1,0.656450911,9.999E-05,1,bat
Sturnira.lilium-HM597199,0.037715229,1,1,0.102780631,0.00769923,1,0.211459895,1,1,1.083159014,9.999E-05,1,0.105379491,0,1,0.26458569,9.999E-05,1,0.221756783,1,1,0.652557403,9.999E-05,1,bat
Phyllostomus.hastatus-HM597200,0.054922629,0,1,0.104715022,0.00579942,1,0.219767992,1,1,1.003440162,9.999E-05,1,0.136661042,0,1,0.248402076,9.999E-05,1,0.252834717,1,1,0.637100585,9.999E-05,1,bat
Artibeus.lituratus-JX416232,0.040218548,1,1,0.180350279,9.999E-05,1,0.211427816,1,1,1.056704381,9.999E-05,1,0.053214467,1,1,0.272537066,9.999E-05,1,0.231564649,1,1,0.667516908,9.999E-05,1,ectoparasite
Artibeus.jamaicensis-KJ530741,0.039329566,1,1,0.176772592,0.00029997,1,0.611395115,0,1,0.191817201,0.170682932,0,0.058693481,1,1,0.272432292,9.999E-05,1,0.580063139,0,0,0.127241053,0.060093991,0,bat
Artibeus.planirostris-JQ071381,0.035934996,1,1,0.181696992,9.999E-05,1,0.206661364,1,1,0.78302001,9.999E-05,1,0.052478082,1,1,0.272517323,9.999E-05,1,0.233171636,1,1,0.466968997,9.999E-05,1,bat
Sturnira.lilium-HM597206,0.038331197,1,1,0.098971048,0.00889911,1,0.21531792,1,1,1.028430697,9.999E-05,1,0.106484694,0,1,0.262808284,9.999E-05,1,0.224131775,1,1,0.647488623,9.999E-05,1,bat
Artibeus.planirostris-JQ071382,0.063355224,0,1,0.161295828,0.00019998,1,0.271438008,1,1,0.743489211,0.00019998,1,0.119709343,0,1,0.264479564,9.999E-05,1,0.312636643,0,1,0.455431221,9.999E-05,1,bat
Carollia.perspicillata-JQ071384,0.029836705,1,1,0.12936403,0.00169983,1,0.228343554,1,1,0.982623353,9.999E-05,1,0.058243153,1,1,0.259255974,9.999E-05,1,0.259689413,1,1,0.638670146,9.999E-05,1,bat
Carollia.perspicillata-JQ071386,0.029866716,1,1,0.13156791,0.00159984,1,0.231498724,1,1,1.000554559,9.999E-05,1,0.058111889,1,1,0.259246057,9.999E-05,1,0.25965277,1,1,0.638638221,9.999E-05,1,bat
Glossophaga.soricina-HM597202,0.044808246,0,1,0.155780533,0.00029997,1,0.234794151,1,1,1.033067224,9.999E-05,1,0.074197039,1,1,0.253755853,9.999E-05,1,0.254383202,1,1,0.646556783,9.999E-05,1,bat
Pteronotus.davyi-HM597202,0.054586177,0,1,0.05299592,0.072792721,0,0.468923064,0,1,0.424970724,0.00669933,1,0.20633924,0,0,0.143129254,0.00029997,1,0.444842778,0,1,0.274058609,0.00029997,1,bat
Glossophaga.soricina-JQ071383,0.044388564,0,1,0.155849612,0.00059994,1,0.236876698,1,1,1.035715048,9.999E-05,1,0.074200416,1,1,0.253754125,9.999E-05,1,0.254373759,1,1,0.646553566,9.999E-05,1,bat
Macrotus.waterhousii-JX416237,0.015584347,1,1,0.089712153,0.01529847,1,0.254549857,1,1,0.263538092,0.101389861,0,0.045555211,1,1,0.214582046,9.999E-05,1,0.276350731,1,1,0.063120452,0.256974303,0,ectoparasite
Macrotus.waterhousii-JX416253,0.015890284,1,1,0.089275953,0.01639836,1,0.2577748,1,1,0.262081942,0.099390061,0,0.045555211,1,1,0.214582046,9.999E-05,1,0.276350731,1,1,0.063120452,0.259874013,0,ectoparasite
Monophyllus.redmani-KJ530745,0.047614179,0,1,0.122352783,0.00279972,1,0.658210981,0,1,0.039627132,0.699630037,0,0.119239258,0,1,0.244182521,9.999E-05,1,0.661889705,0,0,-0.043025703,0.905109489,0,bat
Brachyphylla.cavernarum-KJ530742,0.031164327,1,1,0.115331399,0.00329967,1,0.510497061,0,1,-0.096375429,0.945405459,0,0.088481419,1,1,0.240805705,9.999E-05,1,0.499941536,0,1,-0.107418751,0.98860114,0,bat
Pteronotus.davyi-HM597205,0.056260279,0,1,0.051274108,0.077292271,0,0.46426515,0,1,0.419458696,0.00609939,1,0.200062668,0,1,0.140314906,9.999E-05,1,0.405375149,0,1,0.268350954,0.00049995,1,bat
Rhinolophus.pearsonii-JX416252,0.047750848,0,1,-0.005164281,0.99720028,0,0.407469627,0,1,0.039053358,0.842215778,0,0.124625191,0,1,0.385635739,9.999E-05,1,0.30995505,0,1,0.411870962,9.999E-05,1,ectoparasite
Hipposideros.gigas-HM545137,0.031699791,1,1,0.109465798,0.00049995,1,0.270810066,1,1,0.556490694,9.999E-05,1,0.060154962,1,1,0.416228962,9.999E-05,1,0.340533587,0,1,0.354705159,9.999E-05,1,bat
Megaderma.lyra-KP100359,0.053819317,0,1,0.09744001,0.00069993,1,0.402434013,0,1,0.584166189,9.999E-05,1,0.119058015,0,1,0.393099737,9.999E-05,1,0.383983365,0,1,0.541540024,9.999E-05,1,bat
Eidolon.helvum-JN172047,0.011474174,1,1,0.390945439,1.00E-04,1,0.218332238,1,1,2.438396215,9.999E-05,1,0.075473625,1,1,0.597754449,9.999E-05,1,0.302500642,0,1,1.085640083,9.999E-05,1,ectoparasite
Eidolon.helvum-KM030520,0.011473029,1,1,0.390229768,1.00E-04,1,0.217954886,1,1,2.434001955,9.999E-05,1,0.075469049,1,1,0.597770058,9.999E-05,1,0.302448004,0,1,1.085727972,9.999E-05,1,bat
Eidolon.helvum-KM030506,0.01152884,1,1,0.386523093,1.00E-04,1,0.216387651,1,1,2.411258008,9.999E-05,1,0.075582458,1,1,0.597600225,9.999E-05,1,0.303011994,0,1,1.085019247,9.999E-05,1,bat
Eidolon.helvum-KM030526,0.011473026,1,1,0.390237761,1.00E-04,1,0.217959006,1,1,2.434051025,9.999E-05,1,0.075590517,1,1,0.597616261,9.999E-05,1,0.303036047,0,1,1.085037355,9.999E-05,1,bat
Eidolon.helvum-KM030525,0.011460727,1,1,0.392820161,1.00E-04,1,0.218701775,1,1,2.452900726,9.999E-05,1,0.075441088,1,1,0.597828823,9.999E-05,1,0.30231901,0,1,1.085913966,9.999E-05,1,bat
Eidolon.helvum-KM030514,0.01146221,1,1,0.390986366,1.00E-04,1,0.217782911,1,1,2.441621327,9.999E-05,1,0.075442955,1,1,0.597825084,9.999E-05,1,0.302326648,0,1,1.085899285,9.999E-05,1,bat
Eidolon.helvum-KM030515,0.011460779,1,1,0.39282892,1.00E-04,1,0.218706534,1,1,2.452954616,9.999E-05,1,0.075441088,1,1,0.597828823,9.999E-05,1,0.30231901,0,1,1.085913966,9.999E-05,1,bat
Eidolon.helvum-KM030513,0.011550437,1,1,0.388895679,1.00E-04,1,0.219599116,1,1,2.409229979,9.999E-05,1,0.075813057,1,1,0.597332612,9.999E-05,1,0.307028974,0,1,1.082105539,9.999E-05,1,bat
Rhinolophus.landeri-KF418807,0.081556696,0,1,0.147046551,0.00709929,1,0.276941381,1,1,2.303469115,9.999E-05,1,0.196430674,0,1,0.357520533,9.999E-05,1,0.354413775,0,1,1.018244152,9.999E-05,1,bat
Eidolon.helvum-JN172068,0.011583251,1,1,0.383507032,1.00E-04,1,0.215870809,1,1,2.388492944,9.999E-05,1,0.075473625,1,1,0.597754449,9.999E-05,1,0.302500642,0,1,1.085640083,9.999E-05,1,ectoparasite
Epomophorus.gambianus-KF418806,0.060956148,0,1,0.268506214,9.999E-05,1,0.595724296,0,1,1.334521713,9.999E-05,1,0.222194962,0,0,0.504226574,9.999E-05,1,0.696716378,0,0,0.569913426,9.999E-05,1,bat
Eidolon.helvum-JN172062,0.015249754,1,1,0.306591678,1.00E-04,1,0.214102458,1,1,1.97532219,9.999E-05,1,0.079065252,1,1,0.580373805,9.999E-05,1,0.280836782,1,1,1.06316009,9.999E-05,1,ectoparasite
Eidolon.helvum-JN172037,0.015333541,1,1,0.290364703,1.00E-04,1,0.213511052,1,1,1.866424344,9.999E-05,1,0.078811286,1,1,0.580875479,9.999E-05,1,0.279772821,1,1,1.064588223,9.999E-05,1,ectoparasite
Eidolon.helvum-KM030509,0.01513882,1,1,0.305101616,1.00E-04,1,0.213211042,1,1,1.965733031,9.999E-05,1,0.079065252,1,1,0.580373805,9.999E-05,1,0.280836782,1,1,1.06316009,9.999E-05,1,bat
Eidolon.helvum-KM030511,0.01522271,1,1,0.291941762,1.00E-04,1,0.21287851,1,1,1.877367668,9.999E-05,1,0.078793963,1,1,0.580909699,9.999E-05,1,0.279700249,1,1,1.064685633,9.999E-05,1,bat
Eidolon.helvum-KM030523,0.015339246,1,1,0.290632361,1.00E-04,1,0.213491195,1,1,1.868991299,9.999E-05,1,0.078793963,1,1,0.580909699,9.999E-05,1,0.279700249,1,1,1.064685633,9.999E-05,1,bat
Eidolon.helvum-KM030522,0.015131595,1,1,0.297305086,1.00E-04,1,0.212919623,1,1,1.911735423,9.999E-05,1,0.078866503,1,1,0.5807664,9.999E-05,1,0.28000414,1,1,1.06427769,9.999E-05,1,bat
Pteropus.hypomelanus-JX416257,0.033358847,1,1,0.145254875,0.00019998,1,0.436772685,0,1,0.397148942,0.00179982,1,0.139723634,0,1,0.427929356,9.999E-05,1,0.525186972,0,1,0.255391135,0.00139986,1,ectoparasite
Harpyionycteris.whiteheadi-JX416239,0.034551012,1,1,0.150443898,1.00E-04,1,0.396187692,0,1,0.395920326,0.00089991,1,0.074545153,1,1,0.4506647,9.999E-05,1,0.281955145,1,1,0.283605425,0.00139986,1,ectoparasite
Ptenochirus.jagori-JX416255,0.040999102,1,1,0.140598704,9.999E-05,1,0.434683538,0,1,0.390724988,0.00049995,1,0.132860471,0,1,0.452209236,9.999E-05,1,0.327036845,0,1,0.290769316,0.00079992,1,ectoparasite
Eidolon.helvum-KM030507,0.02625684,1,1,0.21458292,1.00E-04,1,0.270180327,1,1,1.400496238,9.999E-05,1,0.108721589,0,1,0.502159656,9.999E-05,1,0.3231739,0,1,0.900970533,9.999E-05,1,bat
Eidolon.helvum-KM030518,0.026546278,1,1,0.215366195,1.00E-04,1,0.272107696,1,1,1.405604283,9.999E-05,1,0.108721589,0,1,0.502159656,9.999E-05,1,0.3231739,0,1,0.900970533,9.999E-05,1,bat
Eidolon.helvum-JN172038,0.026911325,1,1,0.216295245,1.00E-04,1,0.274537798,1,1,1.411669448,9.999E-05,1,0.108732532,0,1,0.502137393,9.999E-05,1,0.323220332,0,1,0.900907163,9.999E-05,1,ectoparasite
Artibeus.lituratus-JX416231,0.042018015,0,1,0.185998388,9.999E-05,1,0.230647302,1,1,1.113294183,9.999E-05,1,0.059562885,1,1,0.267298947,9.999E-05,1,0.23404627,1,1,0.655131767,9.999E-05,1,ectoparasite
Myotis.nigricans-JQ071390,0.081955643,0,1,0.06187606,0.0009999,1,0.391837544,0,1,-0.094649886,1,0,0.093042868,1,1,0.1796826,9.999E-05,1,0.381773006,0,1,0.122568047,0.02279772,1,bat
Noctilio.leporinus-JX416254,0.054938475,0,1,0.061926304,0.03649635,1,0.286732993,1,1,0.818720201,9.999E-05,1,0.057623672,1,1,0.111623806,9.999E-05,1,0.259691455,1,1,0.503867832,9.999E-05,1,ectoparasite
Eidolon.helvum-JN172054,0.054119596,0,1,-0.07905339,1,0,0.444827728,0,1,-0.50393863,1,0,0.151510864,0,1,0.280511592,9.999E-05,1,0.313165892,0,1,0.593561043,9.999E-05,1,ectoparasite
Lophostoma.silvicolum-JX416247,0.031714269,1,1,0.097347331,0.00059994,1,0.237966516,1,1,0.745330676,9.999E-05,1,0.071243541,1,1,0.265136825,9.999E-05,1,0.223476119,1,1,0.625463483,9.999E-05,1,ectoparasite
Miniopterus.schreibersii-JF500511,0.050054258,0,1,0.05660615,0.00279972,1,0.384871279,0,1,0.319664728,9.999E-05,1,0.075881861,1,1,0.11573108,0.00039996,1,0.279912629,1,1,0.246910167,0.00039996,1,bat
Miniopterus.schreibersii-JF500513,0.051256656,0,1,0.056051276,0.00259974,1,0.389287444,0,1,0.316661812,9.999E-05,1,0.075881861,1,1,0.11573108,0.00059994,1,0.279912629,1,1,0.246910167,0.00059994,1,bat
Miniopterus.natalensis-HM545139,0.055017451,0,1,0.054794132,0.00249975,1,0.426876531,0,1,0.275043071,0.00019998,1,0.084923711,1,1,0.115606848,0.00069993,1,0.43266406,0,1,-0.029169754,0.878612139,0,bat
Myotis.myotis-JQ695835,0.068461424,0,1,0.109756133,2.00E-04,1,0.243687258,1,1,0.478708545,9.999E-05,1,0.061491835,1,1,0.235889256,9.999E-05,1,0.188998039,1,1,0.337608832,9.999E-05,1,bat
Myotis.myotis-JQ695839,0.067828574,0,1,0.110937289,2.00E-04,1,0.238893256,1,1,0.482988203,9.999E-05,1,0.061491835,1,1,0.235889256,9.999E-05,1,0.188998039,1,1,0.337608832,9.999E-05,1,ectoparasite
Myotis.myotis-JQ695840,0.071856182,0,1,0.102419848,1.00E-04,1,0.269527616,1,1,0.447896861,9.999E-05,1,0.062602257,1,1,0.235650689,9.999E-05,1,0.193750342,1,1,0.336856933,9.999E-05,1,ectoparasite
Lophostoma.silvicolum-EF616479,0.035767859,1,1,0.06398958,0.0079992,1,0.274878555,1,1,0.543621319,9.999E-05,1,0.106102973,0,1,0.222804365,9.999E-05,1,0.219616786,1,1,0.605787415,9.999E-05,1,bat
Pteronotus.personatus-JX416248,0.055760271,0,1,0.057780314,0.03309669,1,0.333908717,0,1,0.414082791,0.00089991,1,0.186141109,0,1,0.141960464,9.999E-05,1,0.368641332,0,1,0.290189058,0.00019998,1,ectoparasite
Eidolon.helvum-JN172045,0.059998309,0,1,-0.052078386,0.99910009,0,0.466100095,0,1,-0.328584349,1,0,0.115936811,0,1,0.415684943,9.999E-05,1,0.22960293,1,1,0.865176186,9.999E-05,1,ectoparasite
Eidolon.helvum-JN172074,0.067965758,0,1,-0.057905195,0.99950005,0,0.516248956,0,1,-0.368841461,1,0,0.115936811,0,1,0.415684943,9.999E-05,1,0.22960293,1,1,0.865176186,9.999E-05,1,ectoparasite
Miniopterus.natalensis-HM545141,0.093886286,0,1,-0.007025764,0.880511949,0,0.552845388,0,1,-0.280942826,0.99990001,0,0.24669549,0,0,0.085492285,0.00689931,0,0.562249923,0,0,-0.062375315,0.948805119,0,bat
Eidolon.helvum-JN172069,0.047730077,0,1,0.072059308,0.00689931,1,0.361619918,0,1,0.511149106,9.999E-05,1,0.125167273,0,1,0.411602042,9.999E-05,1,0.256278591,1,1,0.852367066,9.999E-05,1,ectoparasite
Eidolon.helvum-JN172065,0.054724565,0,1,0.103081942,0.01309869,1,0.29421384,1,1,0.894583679,9.999E-05,1,0.113982485,0,1,0.379955092,9.999E-05,1,0.173942013,1,1,0.831327526,9.999E-05,1,ectoparasite
Eidolon.helvum-JN172067,0.05464616,0,1,0.103301656,0.01159884,1,0.293886425,1,1,0.89644581,9.999E-05,1,0.113981277,0,1,0.379957334,9.999E-05,1,0.17393645,1,1,0.831336206,9.999E-05,1,ectoparasite
Eidolon.helvum-JN172072,0.055577021,0,1,0.103703065,0.01209879,1,0.297262375,1,1,0.900695473,9.999E-05,1,0.113981277,0,1,0.379957334,9.999E-05,1,0.17393645,1,1,0.831336206,9.999E-05,1,ectoparasite
Eidolon.helvum-JN172046,0.053749267,0,1,0.102653442,0.01139886,1,0.290734833,1,1,0.89003995,9.999E-05,1,0.113982485,0,1,0.379955092,9.999E-05,1,0.173942013,1,1,0.831327526,9.999E-05,1,ectoparasite
Eidolon.helvum-JN172036,0.043719095,0,1,0.072838465,0.0089991,1,0.282722903,1,1,0.617036241,9.999E-05,1,0.118710957,0,1,0.37114714,9.999E-05,1,0.195666026,1,1,0.80625757,9.999E-05,1,ectoparasite
Rhinolophus.landeri-KM030504,0.055448309,0,1,0.108037051,0.00329967,1,0.31221445,0,1,1.139976889,9.999E-05,1,0.174597703,0,1,0.257592175,9.999E-05,1,0.29780049,0,1,0.568192469,9.999E-05,1,bat
Eidolon.helvum-KM030504,0.048921849,0,1,0.152224095,9.999E-05,1,0.3655051,0,1,1.174935442,9.999E-05,1,0.166518594,0,1,0.307804268,9.999E-05,1,0.365498033,0,1,0.59051691,9.999E-05,1,bat
Rousettus.aegyptiacus-HM363764,0.044505511,0,1,0.131734057,0.00109989,1,0.192040937,1,1,0.665555618,0.00019998,1,0.134356776,0,1,0.271873084,9.999E-05,1,0.223382875,1,1,0.316591141,9.999E-05,1,bat
Eidolon.helvum-JN172049,0.053547095,0,1,0.154290082,9.999E-05,1,0.390644072,0,1,1.155740947,9.999E-05,1,0.16648664,0,1,0.307781877,9.999E-05,1,0.365682779,0,1,0.590165419,9.999E-05,1,ectoparasite
Pteronotus.davyi-HM597203,0.044184009,0,1,0.046365368,0.095590441,0,0.374204505,0,1,0.423233791,0.00109989,1,0.11410671,0,1,0.138704539,9.999E-05,1,0.339721942,0,1,0.259236761,9.999E-05,1,bat
Coleura.afra-HM545136,0.085335216,0,1,0.052981324,0.0379962,1,0.312234284,0,1,0.503315937,9.999E-05,1,0.147509235,0,1,0.020786873,0.312868713,0,0.280583823,1,1,0.272638895,9.999E-05,1,bat
Megaerops.niphanae-KP100352,0.037775765,1,1,0.01499139,0.687631237,0,0.240092167,1,1,0.258287651,0.00239976,1,0.098232209,0,1,0.1556012,9.999E-05,1,0.262997604,1,1,0.198632832,9.999E-05,1,bat
Eidolon.helvum-JN172066,0.129446125,0,0,-0.130896047,1,0,0.940467266,0,0,-0.846628979,1,0,0.367593726,0,0,0.087308129,0.00789921,0,0.74014538,0,0,0.184369055,0.04879512,1,ectoparasite
Rhinolophus.borneensis-KP100358,0.061260467,0,1,-0.003188631,0.908909109,0,0.077739969,1,1,0.54000744,0.02769723,1,0.157409406,0,1,0.166501307,9.999E-05,1,0.085203439,1,1,0.323421241,0.00169983,1,bat
Rhinolophus.borneensis-KP100353,0.064790262,0,1,-0.003560723,0.920007999,0,0.077140681,1,1,0.547809744,0.02819718,1,0.157409406,0,1,0.166501307,9.999E-05,1,0.085203439,1,1,0.323421241,0.00169983,1,bat
Chaerephon.plicatus-SK197,0.050997099,0,1,0.035717666,0.083791621,0,0.423426598,0,1,-0.069969456,0.9680032,0,0.083226952,1,1,0.168903088,9.999E-05,1,0.409884412,0,1,0.035748017,0.436256374,0,bat
Chaerephon.plicatus-SK170,0.052385604,0,1,0.035456096,0.067893211,0,0.408950742,0,1,-0.057286409,0.949505049,0,0.074025958,1,1,0.17000967,9.999E-05,1,0.394526355,0,1,0.038679791,0.404059594,0,bat
Chaerephon.plicatus-SK157,0.052892834,0,1,0.035025627,0.072192781,0,0.408420438,0,1,-0.057777446,0.949705029,0,0.074025958,1,1,0.17000967,9.999E-05,1,0.394526355,0,1,0.038679791,0.417858214,0,bat
Chaerephon.plicatus-SK163,0.102782751,0,1,0.031690859,0.059694031,0,0.611826327,0,1,0.172749682,0.01649835,1,0.221870133,0,0,0.111731422,9.999E-05,1,0.580697883,0,0,-0.036481002,0.95120488,0,bat
Hipposideros.fulvus-CR224,0.02466202,1,1,0.107828464,0.00059994,1,0.458032101,0,1,0.336931021,0.00249975,1,0.057665445,1,1,0.432314626,9.999E-05,1,0.479205194,0,1,0.239255121,0.00229977,1,bat
Hipposideros.larvatus-KP270,0.036804524,1,1,0.119401631,0.00019998,1,0.405435022,0,1,0.645350551,9.999E-05,1,0.075361423,1,1,0.443440769,9.999E-05,1,0.29075552,0,1,0.681393639,9.999E-05,1,bat
Hipposideros.larvatus-KP182,0.036448044,1,1,0.12635208,9.999E-05,1,0.405503865,0,1,0.684142435,9.999E-05,1,0.075343942,1,1,0.443450425,9.999E-05,1,0.290717785,0,1,0.681408926,9.999E-05,1,bat
Hipposideros.armiger-KP182,0.038763445,1,1,0.126378585,9.999E-05,1,0.480901384,0,1,0.602042729,9.999E-05,1,0.078461695,1,1,0.442808254,9.999E-05,1,0.397156266,0,1,0.601637584,9.999E-05,1,bat
Taphozous.melanopogon-KP283b,0.155537293,0,0,0.075720938,0.00789921,1,0.456598345,0,1,0.598018359,9.999E-05,1,0.147509235,0,1,0.020786873,0.312668733,0,0.517490959,0,1,0.342458547,9.999E-05,1,bat
Hipposideros.larvatus-KP277,0.034050701,1,1,0.110396799,9.999E-05,1,0.336370706,0,1,0.663405533,9.999E-05,1,0.083200137,1,1,0.442616153,9.999E-05,1,0.238121166,1,1,0.690699109,9.999E-05,1,bat
